"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-07-31,"89049","NV","Pahrump","Nye","Tonopah",13191,1152,0.00261096605744125,0.0078740157480315,0.0559120073327223,460
2018-07-31,"03814","NH",,"Carroll","Ossipee",13192,1507,0.00199468085106383,0.0223880597014925,0.175507020280811,1956
2018-07-31,"13354","NY","Utica","Oneida","Trenton",13193,1349,-0.00148038490007402,0.0242976461655277,0.0305576776165011,804
2018-07-31,"97465","OR","Brookings","Curry","Port Orford",13194,1335,-0.000748502994011976,0.000749625187406297,0.0897959183673469,881
2018-07-31,"14543","NY","Rochester","Monroe","Rush",13195,1632,-0.000612369871402327,-0.0030543677458766,-0.032602252519265,1085
2018-07-31,"15926","PA","Somerset","Somerset","Central City",13196,695,-0.0113798008534851,-0.0720961281708945,-0.129072681704261,912
2018-07-31,"44264","OH","Akron","Summit","Peninsula",13197,1728,0.00699300699300699,-0.00746697300402068,-0.0275745638716939,862
2018-07-31,"46030","IN","Indianapolis","Hamilton","Arcadia",13198,1190,-0.000839630562552477,-0.00167785234899329,0.0294117647058823,1321
2018-07-31,"54950","WI",,"Waupaca","Marion",13199,931,-0.00214362272240086,-0.0064034151547492,-0.0064034151547492,900
2018-07-31,"83641","ID","Boise City","Canyon","Melba",13200,1199,-0.00166527893422148,-0.00745033112582781,0.0763016157989228,883
2018-07-31,"20623","MD","Washington","Prince Georges","Cheltenham",13201,2169,0.00184757505773672,-0.00184077312471238,-0.0415377817057004,1007
2018-07-31,"55307","MN","Minneapolis-St Paul","Sibley","Arlington",13202,1244,0.00080450522928399,0.0024174053182917,0.0306545153272577,642
2018-07-31,"64098","MO","Kansas City","Platte","Weston",13203,1291,0.000775193798449612,0.000775193798449612,-0.0358476474981329,1078
2018-07-31,"18350","PA","East Stroudsburg","Monroe","Pocono Pines",13204,1461,-0.00476839237057221,-0.0207774798927614,-0.0863039399624766,1884
2018-07-31,"85736","AZ","Tucson","Pima","Three Points",13205,1126,0.00446030330062444,0.017163504968383,0.0562851782363977,447
2018-07-31,"95916","CA","Chico","Butte","Berry Creek",13206,1234,0.00162337662337662,0.0139687756778965,0.0777292576419214,563
2018-07-31,"21028","MD","Baltimore","Harford","Churchville",13207,1802,-0.00441988950276243,-0.0174482006543075,-0.0643821391484943,1284
2018-07-31,"01237","MA","Pittsfield","Berkshire","Lanesboro",13208,1609,-0.00617665225447807,-0.017104459376909,-0.08162100456621,1793
2018-07-31,"95663","CA","Sacramento","Placer","Penryn",13209,2345,0.000426621160409556,-0.0025521054870268,0.0440783615316118,911
2018-07-31,"14111","NY","Buffalo","Erie","North Collins",13210,1152,-0.000867302688638335,-0.00518134715025907,-0.068714632174616,863
2018-07-31,"52228","IA","Cedar Rapids","Linn","Fairfax",13211,1351,0.000740740740740741,0.00446096654275093,-0.0210144927536232,1210
2018-07-31,"55943","MN","La Crosse","Houston","Houston",13212,1173,0.00428082191780822,0.0173460537727667,-0.0455655004068348,794
2018-07-31,"17532","PA","Lancaster","Lancaster","Martic",13213,1219,0.00164338537387017,0.00329218106995885,0.0175292153589316,847
2018-07-31,"56175","MN","Marshall","Lyon","Tracy",13214,1071,0.00942507068803016,0.0398058252427184,-0.0342651036970243,1281
