RegionType,RegionName,City,State,Metro,CBSATitle,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Zip,55127,Vadnais Heights,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.265441481,93.33,,,319200,0,2.669668704,0.056472431,,0.05380334,0.034482759,59
Zip,55128,Oakdale,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.945143015,88.89,5.4166,2.1379,244800,0.492610837,7.133479212,0.06869281,,0.057756884,0.023255814,54
Zip,55129,Woodbury,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.459859058,76.47,2.2024,1.5466,408200,0.368822228,3.367941251,0.055438511,,0.085205267,0.009090909,67
Zip,55301,Albertville,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.158767445,80,,2.1212,243000,0,2.53164557,0.061930041,,0.053745928,0.03030303,53.5
Zip,55302,Annandale,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,1.263645157,85.71,,7.5137,225700,0.133096717,-2.882960413,0.085507311,,,,60
Zip,55303,Ramsey,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.539588227,,,,245800,0.122199593,6.823120382,0.062811229,,0.045829941,0.012690355,54
Zip,55304,Andover,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.145778638,,,,302700,0.132318889,6.397188049,0.057915428,,0.040412545,0.026041667,61.5
Zip,55305,Minnetonka,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.922896228,83.33,6.1987,7.517,337600,0.178041543,7.37913486,0.047020142,,0.079470199,0.013888889,63.5
Zip,55306,Burnsville,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.239878403,91.67,6.25,,295700,0,4.193093728,0.056100778,,0.053322048,0.03968254,59
Zip,55308,Becker,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.444659389,,,,243500,0.041084634,5.229040622,0.063457906,,0.048349057,0.024390244,66
Zip,55309,Big Lake,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.75058726,90.91,9.4898,,231200,0.347222222,9.056603774,0.06733564,,0.048541183,0.021276596,55
Zip,55311,Maple Grove,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.180599696,79.66,3.4446,0.9708,365000,0.027404768,5.035971223,0.039517808,,0.073390734,0.005586592,56
Zip,55313,Buffalo,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.448666575,100,5.0091,1.9297,230500,0.043402778,0.831146107,0.069258134,,,,59
Zip,55315,Carver,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.604808622,66.67,,,336700,0.357675112,3.060912152,0.062423522,,0.042608696,0.020408163,65
Zip,55316,Champlin,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.597208788,96.88,4.0332,2.0623,246100,-0.202757502,6.582936336,0.028370581,,0.072833212,0.01,56
Zip,55317,Chanhassen,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.856155866,91.67,,,381400,0.368421053,7.892503536,0.050880965,,0.034431138,0.028985507,66
Zip,55318,Chaska,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.34641426,92.31,7.4557,2.3324,292500,0.274254371,4.240912331,0.063969231,,0.03895039,0.026315789,62
Zip,55319,Clear Lake,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,8.654138455,100,,,272800,-0.146412884,12.40214256,0.04914956,,0.053361793,0,62
Zip,55320,Clearwater,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.390769656,75,,,222600,0.952380952,6.762589928,0.074038634,,,,60
Zip,55321,Cokato,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,9.387867901,100,,,185100,0.652528548,8.37236534,0.102944354,,,,60
Zip,55322,Cologne,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,9.759568882,,,,301200,1.243697479,8.423326134,0.052430279,,0.022255193,0,65
Zip,55324,Darwin,MN,,,,6.825341993,,,,216400,0.138824618,8.416833667,-0.001127542,,0.018181818,0,68
Zip,55325,Dassel,MN,,,,4.629680807,50,,,193300,0.415584416,6.267179769,0.028504915,,0.060658579,0,68
Zip,55327,Dayton,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,8.722536963,100,,,290900,0.587828492,8.101077666,0.065032657,,,,57
Zip,55328,Delano,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,1.176592511,80,,,278600,0.07183908,3.684406401,0.051145011,,,,60
Zip,55330,Elk River,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.443277601,83.33,6.1309,0.8933,251900,0.119236884,5.485762144,0.067530766,,0.054613936,0.012539185,62
Zip,55331,Shorewood,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.334945419,88.24,5.4771,8.3353,545900,-0.036623329,6.976288458,0.03953105,,0.044573643,0,70.5
Zip,55337,Burnsville,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.832112754,85.11,11.806,0.4333,264900,0.03776435,5.286168521,0.061419404,,0.056567716,0.011261261,55
Zip,55340,Medina,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.954400995,75,,6.5882,478300,0.44099118,7.410734336,0.0382166,,0.055384615,0,57
Zip,55341,Hanover,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.535442863,100,,,313800,0.223570744,5.870445344,0.050854047,,,,60
Zip,55343,Hopkins,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.652894846,79.31,4.9457,2.2378,250700,-0.039872408,6.862745098,0.061408057,,0.083187391,0,55
Zip,55344,Eden Prairie,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.165261849,81.82,,7.9278,248900,-0.400160064,3.881469115,0.05276818,,0.109649123,0,56.5
Zip,55345,Minnetonka,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.872460964,90.48,,4.5868,372100,0.296495957,6.986774008,0.054114485,,0.063506261,0.028169014,56.5
Zip,55346,Eden Prairie,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.437059555,91.3,,1.9513,346300,0.115640358,6.096813725,0.054545192,,0.05876494,0,56
Zip,55347,Eden Prairie,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.34751969,86.11,5.5567,2.0545,407300,0.27080256,4.839124839,0.049648907,,0.073758154,0.006802721,67
Zip,55349,Howard Lake,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.269725024,100,,,195000,0,0.67114094,0.085841026,,,,60
Zip,55352,Jordan,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.574547464,90.91,,,272600,-0.256128796,6.567630962,0.06201394,,0.046583851,0,61
Zip,55353,Kimball,MN,"St. Cloud, MN","St. Cloud, MN",,7.141771452,,,,207400,1.966568338,8.871391076,0.013592093,,0.098684211,0,65
Zip,55355,Litchfield,MN,,,,2.709686334,75,,,138700,0.434467777,3.973013493,0.041571738,,0.097181009,0.015267176,68
Zip,55356,Orono,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.15006218,42.86,,4.1806,541400,-0.073827981,10.76104746,0.025633543,,,,106
Zip,55357,Greenfield,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,9.485283957,100,,,353200,0.569476082,12.77139208,0.075690827,,,,57
Zip,55358,Maple Lake,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.895260467,100,,,204800,0,-0.389105058,0.078491211,,,,60
Zip,55359,Independence,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.520105016,75,,4.9689,391300,0.333333333,13.38742394,0.041500128,,,,57
Zip,55360,Mayer,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,9.462484455,100,,,251200,0.279441118,7.304570696,0.070425955,,0.023026316,0,65
Zip,55362,Monticello,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.101146884,84.62,7.5238,1.6197,228200,0.219587176,4.200913242,0.06675723,,,,62
Zip,55363,Montrose,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,8.100732348,100,,,204300,-0.048923679,3.863751906,0.084351444,,0.038135593,0,60
Zip,55364,Mound,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.919856294,86.36,4.2409,3.9895,321800,-0.371517028,12.16451725,0.032091361,,0.085682074,0,77
Zip,55368,Norwood Young America,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.146193174,66.67,,,201600,0,6.836248013,0.087772817,,0.066225166,0,65
Zip,55369,Maple Grove,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.521072268,82.05,2.9206,1.9563,264400,0.265453166,4.879016263,0.069984871,,0.083969466,0,61
Zip,55371,Princeton,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.440928562,,,,203000,0.694444444,4.423868313,0.124280788,,0.091631958,0.02892562,65
Zip,55372,Prior Lake,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.485698494,84.78,3.0359,,326000,-0.305810398,7.236842105,0.042147239,,0.042685151,0.017094017,64
Zip,55373,Rockford,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.421583529,100,,,244300,0.534979424,4.849785408,0.068411789,,,,60
Zip,55374,Rogers,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,8.482105845,90,3.3334,1.3612,326300,0.369117195,7.939133311,0.049950965,,0.05047749,0,64.5
Zip,55375,Saint Bonifacius,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,8.578831007,83.33,,,305000,1.026830076,6.345885635,0.067731148,,0.050387597,0,57
Zip,55376,Saint Michael,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.46649164,71.43,2.6042,,273600,-0.109529025,2.741269245,0.058216374,,,,61.5
Zip,55378,Savage,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.52079591,87.5,5.7706,,291800,-0.2734108,4.964028777,0.065623715,,0.035809906,0.028037383,59
Zip,55379,Shakopee,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.011745198,80.77,6.6856,0.906,258600,-0.077279753,4.190169218,0.083089714,,0.045761339,0.017699115,57
Zip,55382,South Haven,MN,"St. Cloud, MN","St. Cloud, MN",,2.928008843,50,,,243700,1.541666667,6.792287467,0.025617563,,,,65
Zip,55384,Spring Park,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.398093133,,,,371600,0.053850296,16.48902821,0.020212594,,0.051282051,0,57
Zip,55386,Victoria,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.631338953,77.78,,6.0452,420800,0.19047619,4.081127875,0.058590779,,0.031952663,0.018518519,72.5
Zip,55387,Waconia,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.493989222,92.31,3.2794,,295100,0.510899183,5.355230275,0.055831921,,0.041513593,0.026548673,57
Zip,55388,Watertown,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,9.113582976,,,,247800,0.445885691,6.215173596,0.066041162,,0.043786982,0,65
Zip,55389,Watkins,MN,,,,6.063285892,,,,160500,0.943396226,7.645875252,0.023127726,,0.141762452,0,68
Zip,55391,Wayzata,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,1.888904242,77.27,3.9655,7.1645,584700,-0.374850912,6.833546501,0.032420044,,,,92
Zip,55397,Norwood Young America,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,8.797153517,100,,6.8131,216100,0.092635479,11.96891192,0.068116613,,0.034,0,65
Zip,55398,Zimmerman,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.629404449,85.71,7.9086,,232000,0.129477773,9.125117592,0.066051724,,0.057086614,0.034482759,69.5
Zip,55401,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.440375846,87.5,7.735,1.149,314400,-0.063572791,5.045105246,0.041739822,,0.114449213,0,62
Zip,55403,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.749481829,66.67,8.072,,260900,0.230503265,4.36,0.062334228,,0.128820961,0,79.5
Zip,55404,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.330385519,50,,,216300,-0.138504155,8.584337349,0.053139159,,0.127314815,0,57
Zip,55405,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.522730413,100,8.4773,,380400,0.422386484,8.530670471,0.057994217,,0.100719424,0,55.5
Zip,55406,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.615310211,90.7,4.2883,0.5769,254700,-0.039246468,8.198810535,0.060172752,,0.073927765,0.007633588,49
Zip,55407,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.204504629,90.91,8.1209,3.4977,245700,0.081466395,6.733275413,0.058274318,,0.066329754,0,56
Zip,55408,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.249689098,68.18,6.8037,2.7978,286300,0.174947516,11.79226865,0.068250087,,0.122507123,0,54
Zip,55409,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.991294735,75,,2.2422,294900,0.13582343,9.262689885,0.056944727,,0.068301226,0.025641026,50.5
Zip,55410,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.150200359,94.74,2.5866,4.0366,473200,-0.483701367,6.12244898,0.020190194,,0.084104289,0.01,64.5
Zip,55411,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.55423518,86.67,23.501,1.8576,165500,0.242277408,14.21670117,0.074453172,,0.110993658,0.047619048,52
Zip,55412,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.573442034,84.21,12.6006,1.608,161800,0.621890547,13.14685315,0.105636588,,0.118361153,0.006410256,53
Zip,55413,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.612408457,91.67,6.1287,4.8028,267400,0.149812734,10.72463768,0.058092745,,0.089249493,0.022727273,56
Zip,55414,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.835429045,91.67,4.0625,2.0568,288000,0.418410042,11.71450737,0.071458333,,0.110062893,0,56
Zip,55415,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,1.533093823,33.33,,,410200,-0.267444688,6.573135879,0.033644564,,0.134529148,0,56
Zip,55416,Saint Louis Park,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.273041315,82.5,1.7627,6.0666,335400,0.509439616,8.508573277,0.059627311,,0.088443396,0.006666667,62.5
Zip,55417,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.266132375,87.1,3.0427,2.0745,279300,0.143420581,8.846453624,0.060179019,,0.059290954,0.010309278,53
Zip,55418,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.111372116,93.48,0.9082,2.2879,254500,-0.117739403,7.474662162,0.050911591,,0.067617866,0.009174312,52.5
Zip,55419,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,8.772281332,100,2.9927,1.3503,382700,0.026136958,7.590666292,0.052359551,,0.065006916,0,56
Zip,55420,Bloomington,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.073234766,95,12.7847,1.8629,238000,0,6.918238994,0.060420168,,0.060918463,0,53
Zip,55421,Columbia Heights,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.605499516,66.67,,,202300,0.297471492,10.00543774,0.084260999,,0.053183521,0.03286385,49
Zip,55422,Robbinsdale,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.217907973,91.89,7.15,3.2474,232900,0.042955326,9.496944053,0.062382997,,0.086670324,0.012658228,53.5
Zip,55423,Richfield,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.020450463,97.22,3.1818,1.4311,246100,0.081333876,6.675335934,0.064599756,,0.061015119,0.017699115,47.5
Zip,55424,Edina,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.734558519,92.31,5,3.4916,785600,-0.569548158,7.941742237,0.042936609,,,,70.5
Zip,55425,Bloomington,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.53115932,100,,4.3136,234200,0,7.136322049,0.053787361,,0.079365079,0.08,55
Zip,55426,Saint Louis Park,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.70554097,84.85,4.5238,4.2843,277600,0.506879073,10.24622716,0.067651297,,0.060338983,0,52.5
Zip,55427,Golden Valley,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.144673207,76.47,6.3023,2.5462,256200,0.078125,6.839032527,0.063138173,,0.069329314,0.010869565,51.5
Zip,55428,New Hope,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.957855465,88.89,7.6281,3.4388,218100,0.368154625,9.874055416,0.078065108,,0.081562714,0.016806723,54
Zip,55429,Brooklyn Center,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.554649717,76.47,10.7749,4.5494,200600,0.4004004,12.69662921,0.08115653,,0.067118644,0.02020202,48
Zip,55430,Brooklyn Center,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.254248998,94.12,13.4886,3.0404,185900,0.595238095,10.39192399,0.09915546,,0.075087719,0.018691589,52
Zip,55431,Bloomington,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.930357883,90.91,3.6129,5.3916,271800,0.147383935,8.589692369,0.060242826,,0.069400631,0,55
Zip,55432,Fridley,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.699322924,,,,218000,0.322135297,11.62314388,0.087426606,,0.056962025,0.011494253,46
Zip,55433,Coon Rapids,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.921376261,,,,217600,0.138057984,12.74611399,0.076792279,,0.041978749,0.024896266,48
Zip,55434,Blaine,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.789691861,,,,228500,0,9.330143541,0.069969365,,0.038304492,0.035532995,50.5
Zip,55435,Edina,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.884758878,83.33,3.6207,1.8772,,,,,,0.105603448,0,58.5
Zip,55436,Edina,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,2.916263645,90.48,3.8462,11.6811,485400,-0.878088626,7.152317881,0.005113309,,0.076388889,0,73
Zip,55437,Bloomington,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.049744369,84.21,5.5778,6.0283,287600,0.348918353,6.086315013,0.049843533,,0.075,0,56
Zip,55438,Bloomington,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.891115103,83.33,5.2361,3.094,312300,-0.159846547,5.756857433,0.048165226,,0.060639471,0,53.5
Zip,55439,Edina,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.795909907,100,,16.2938,499100,-0.020032051,6.146320715,0.040757363,,0.089641434,0,80
Zip,55441,Plymouth,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,7.731794943,100,,1.7886,325700,0.153751538,6.786885246,0.053128646,,0.073825503,0,57
Zip,55442,Plymouth,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,5.64322233,82.35,5.2652,,334300,0.089820359,4.960753532,0.053954532,,0.053867403,0,62
Zip,55443,Brooklyn Park,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.324582009,95.24,9.3757,4.6963,260000,0.386100386,7.749689184,0.074565385,,0.066981132,0.035211268,56.5
Zip,55444,Brooklyn Park,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,6.234627608,100,7.0279,2.4037,229900,0.174291939,9.42408377,0.056959548,,0.067348679,0,50
Zip,55445,Brooklyn Park,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.333978168,85.71,6.1818,2.6276,240700,0.04156276,8.570139829,0.057993353,,0.072916667,0.015873016,57.5
Zip,55446,Plymouth,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,3.722536963,62.96,3.5412,2.8029,395300,-0.25233409,4.163372859,0.041821401,,0.068273092,0,64
Zip,55447,Plymouth,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.68357054,87.5,5.1852,4.9031,354600,0.45325779,7.617602428,0.053513818,,,,60
Zip,55448,Coon Rapids,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.027912118,,,,231800,-0.129254632,7.01754386,0.063822261,,0.046950027,0.03030303,52.5
Zip,55449,Blaine,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,4.251070886,,,,313400,-0.159286397,7.035519126,0.055794512,,0.050628492,0.017241379,57
Zip,55454,Minneapolis,MN,"Minneapolis-St Paul, MN","Minneapolis-St. Paul-Bloomington, MN-WI",,0.952051955,25,,9.2081,161400,-0.247218789,-0.123762376,0.109776952,,0.25,0,56
Zip,55614,Silver Bay,MN,,,,7.929390631,100,,,91600,0.218818381,2.118171683,0.090371179,,0.097345133,0,100
Zip,55616,Two Harbors,MN,,,,2.858919442,80,,,196800,0,4.569606801,0.0425,,0.088339223,0.02,100
Zip,55707,Barnum,MN,"Duluth, MN","Duluth, MN-WI",,3.504905348,,,,157200,1.288659794,-2.6625387,0.045597964,,0.117296223,0,57
Zip,55709,Bovey,MN,,,,1.607019483,,,,143100,0,0.632911392,0.072816212,,0.164206642,0.02247191,84.5
Zip,55710,Mountain Iron,MN,"Duluth, MN","Duluth, MN-WI",,8.086914467,,,,173000,2.306327617,8.805031447,0.02867052,,0.096491228,0,73
Zip,55718,Carlton,MN,"Duluth, MN","Duluth, MN-WI",,1.926903413,,,,184800,1.149425287,1.986754967,0.029145022,,0.111538462,0.017241379,57
Zip,55719,Chisholm,MN,"Duluth, MN","Duluth, MN-WI",,0.616277463,100,,,62000,-0.321543408,2.479338843,-0.006225806,,0.287688442,0.017467249,73
Zip,55720,Cloquet,MN,"Duluth, MN","Duluth, MN-WI",,1.642945972,,,,157200,0.963391137,2.677988243,0.028104326,,0.101731602,0.024822695,56
Zip,55721,Cohasset,MN,,,,0.630786237,,,,187000,-0.266666667,-4.88301119,0.050459893,,0.131118881,0.026666667,84.5
Zip,55723,Cook,MN,"Duluth, MN","Duluth, MN-WI",,2.116899268,50,,,140500,0.500715308,21.0163652,-0.01166548,,0.180722892,0.022222222,73
Zip,55731,Ely,MN,"Duluth, MN","Duluth, MN-WI",,4.407212934,100,,,124200,-0.080450523,13.01182894,-0.022326892,,0.150684932,0,73
Zip,55732,Embarrass,MN,"Duluth, MN","Duluth, MN-WI",,7.133480724,100,,,117000,0.515463918,11.53479504,0.021538462,,0.137755102,0,73
Zip,55733,Esko,MN,"Duluth, MN","Duluth, MN-WI",,2.289622772,,,,221300,0.682438581,2.406293383,0.01387709,,0.102803738,0,57
Zip,55734,Eveleth,MN,"Duluth, MN","Duluth, MN-WI",,2.723504214,100,,,88100,-0.67643743,23.04469274,-0.035720772,,0.18996063,0.015544041,73
Zip,55741,Gilbert,MN,"Duluth, MN","Duluth, MN-WI",,3.565704021,50,,,114200,1.061946903,32.32908459,-0.004500876,,0.2,0.012195122,73
Zip,55744,Grand Rapids,MN,,,,2.458891806,,,,151200,0.132450331,-4.060913706,0.074583333,,0.137942122,0.023310023,86
Zip,55746,Hibbing,MN,"Duluth, MN","Duluth, MN-WI",,2.840956197,40,,,86500,1.051401869,9.217171717,0.059745665,,0.222403259,0.014652015,261
Zip,55748,Hill City,MN,,,,2.295149924,,,,126100,-0.158353127,1.448109413,0.081998414,,0.107692308,0,76
Zip,55751,Iron,MN,"Duluth, MN","Duluth, MN-WI",,2.060936852,,,,127500,0.552050473,8.695652174,0.027607843,,0.16080402,0.0625,73
Zip,55760,McGregor,MN,,,,6.510294321,,,,177700,1.311288483,8.951563458,0.051181767,,0.15,0,76
Zip,55768,Mountain Iron,MN,"Duluth, MN","Duluth, MN-WI",,4.152963935,100,,,127900,0.471327573,14.50313339,0.016989836,,0.12972973,0.0625,73
Zip,55769,Nashwauk,MN,,,,4.985491226,,,,110400,0.729927007,1.28440367,0.115507246,,0.20441989,0.013513514,84.5
Zip,55775,Goodland,MN,,,,1.97802957,,,,131000,-0.682335102,-4.099560761,0.087244275,,0.234636872,0,84.5
Zip,55779,Saginaw,MN,"Duluth, MN","Duluth, MN-WI",,3.84413431,,,,214500,1.131541726,3.323699422,0.009822844,,0.078571429,0.018181818,73
Zip,55790,Tower,MN,"Duluth, MN","Duluth, MN-WI",,8.838607158,,,,199300,1.943734015,16.00698487,0.025178123,,0.094936709,0,73
